ano_concessao_bolsa,tipo_bolsa,modalidade_ensino_bolsa,nome_curso_bolsa,turno,sexo_beneficiario,raca_beneficiario,municipio_beneficiario,instituicao_ensino,cpf
2011,Parcial,EAD,Pedagogia,,Feminino,Preta,SANTOS,UNIVERSIDADE CIDADE DE SO PAULO,
2011,Integral,EAD,Administrao,,Masculino,Branca,SANTOS,UNIVERSIDADE DE FRANCA,
2011,Integral,EAD,Histria,,Feminino,Parda,SANTOS,UNIVERSIDADE DE FRANCA,
2011,Integral,EAD,Filosofia,,Feminino,Parda,SANTOS,UNIVERSIDADE DE FRANCA,
2012,Integral,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Logstica,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Logstica,Matutino,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Psicologia,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Psicologia,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Matutino,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Comrcio Exterior,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Comrcio Exterior,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Fisioterapia,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Direito,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Direito,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Direito,Matutino,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Direito,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Direito,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Produo Mecnica,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Produo Mecnica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Logstica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Produo Mecnica,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Esttica E Cosmtica,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Letras - Ingls,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Produo Mecnica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Logstica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Letras - Ingls,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Farmcia,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Controle E Automao,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Redes De Computadores,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Farmcia,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Controle E Automao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Controle E Automao,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Enfermagem,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Cincia Da Computao,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Engenharia De Controle E Automao,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Fotografia,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Fotografia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,EAD,Administrao,,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO ESTCIO DE RIBEIRO PRETO,
2012,Integral,EAD,Administrao,,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO ESTCIO DE RIBEIRO PRETO,
2012,Integral,EAD,Gesto De Recursos Humanos,,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Integral,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2012,Parcial,EAD,Logstica,,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO INTERNACIONAL,
2012,Integral,EAD,Marketing,,Feminino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Administrao,,Masculino,Branca,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Administrao,,Masculino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Administrao,,Feminino,Branca,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Administrao,,Feminino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Administrao,,Feminino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Gesto De Recursos Humanos,,Feminino,Branca,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Gesto De Recursos Humanos,,Feminino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Gesto De Recursos Humanos,,Feminino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Gesto Pblica,,Masculino,Preta,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Pedagogia,,Feminino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Integral,EAD,Gesto Ambiental,,Masculino,Parda,SANTOS,UNIVERSIDADE METODISTA DE SO PAULO,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Relaes Internacionais,Matutino,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto Financeira,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto Financeira,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto Financeira,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comrcio Exterior,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Cincias Econmicas,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Cincias Econmicas,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Design,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Civil,Matutino,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Logstica,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Logstica,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Direito,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Logstica,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Produo,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Integral,Presencial,Engenharia De Produo,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Produo,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Matutino,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Matutino,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Amarela,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Produo,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Produo,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Produo,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Computao,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Design,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Eltrica,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Administrao,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Design,Matutino,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Civil,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Civil,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Design,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Design,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Gesto De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Relaes Internacionais,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Relaes Internacionais,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Relaes Internacionais,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia Mecnica,Noturno,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Cincias Contbeis,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Cincias Contbeis,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Direito,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Direito,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Direito,Noturno,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2012,Parcial,Presencial,Engenharia De Produo,Matutino,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2012,Integral,Presencial,Gastronomia,,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Gastronomia,,Feminino,Amarela,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Engenharia Ambiental,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Psicologia,Noturno,Feminino,Preta,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Farmcia E Bioqumica,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Farmcia E Bioqumica,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Psicologia,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Psicologia,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Psicologia,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Geografia,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Gesto Ambiental,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Gastronomia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comunicao Social - Publicidade E Propaganda,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Engenharia Ambiental,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Redes De Computadores,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Redes De Computadores,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Redes De Computadores,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comunicao Social - Relaes Pblicas,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Farmcia E Bioqumica,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Cincia Da Computao,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Logstica,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Engenharia De Produo,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comrcio Exterior,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comunicao Social - Jornalismo,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Comunicao Social - Jornalismo,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Engenharia Eltrica,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Engenharia De Petrleo,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Geografia,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Qumica Tecnolgica,Noturno,Feminino,Preta,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Qumica Tecnolgica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Qumica Tecnolgica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Qumica Tecnolgica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Integral,Presencial,Cincias Econmicas,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE CATLICA DE SANTOS,
2012,Parcial,Presencial,Cinema E Audiovisual,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Processos Gerenciais,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Processos Gerenciais,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Processos Gerenciais,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Parcial,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Parcial,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Parcial,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Masculino,Parda,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Anlise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Parcial,Presencial,Cinema E Audiovisual,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITRIO MONTE SERRAT,
2012,Integral,Presencial,Administrao,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Administrao,Matutino,Masculino,Preta,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Eletrnica,Noturno,Feminino,Amarela,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia De Petrleo,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia De Petrleo,Noturno,Feminino,Preta,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Qumica,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Qumica,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Mecnica,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Administrao,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Administrao,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Cincias Contbeis,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Pedagogia,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Cincias Contbeis,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Direito,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia De Produo,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Cincias Biolgicas,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Cincias Biolgicas,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Educao Fsica,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Educao Fsica,Matutino,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Mecnica,Matutino,Masculino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Cincia Da Computao,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Civil,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECLIA,
2012,Integral,Presencial,Engenharia Da Computao,Matutino,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECLIA,
